"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2100401","2025 Jul 27 11:22:36 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Tuesday","400 Block ST LAWRENCE AV","Buffalo","NY","POINT (-78.854 42.956)","42.956","-78.854","2025 Jul 29 11:22:36 AM",,"14216","North Park","DELAWARE","DELAWARE","51","1","1008","51","1","1008","District D","005100","36029005100","360290051001","360290051001008"
"25-2460764","2025 Jul 27 12:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Wednesday","0 Block HERTEL AV","Buffalo","NY","POINT (-78.907 42.94)","42.94","-78.907","2025 Sep 03 03:24:00 PM",,"14207","Black Rock","NORTH","NORTH","59","5","5001","59","5","5000","District D","005900","36029005900","360290059005","360290059005001"
"25-2080840","2025 Jul 27 12:00:41 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","17","Sunday","800 Block LAFAYETTE AV","Buffalo","NY","POINT (-78.866 42.921)","42.921","-78.866","2025 Jul 27 05:51:41 PM",,"14209","Elmwood Bidwell","ELLICOTT","ELLICOTT","169","4","4006","169","4","4007","District D","016900","36029016900","360290169004","360290169004006"
"25-2080574","2025 Jul 27 01:34:39 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","13","Sunday","2100 Block ELMWOOD AV","Buffalo","NY","POINT (-78.878 42.954)","42.954","-78.878","2025 Jul 27 01:35:39 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2080629","2025 Jul 27 02:27:47 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Sunday","100 Block SKILLEN ST","Buffalo","NY","POINT (-78.894 42.959)","42.959","-78.894","2025 Jul 27 02:27:47 PM",,"14207","Riverside","NORTH","NORTH","58.01","1","1013","58.01","1","1017","District D","005801","36029005801","360290058011","360290058011013"
"25-2080632","2025 Jul 27 02:32:46 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","14","Sunday","0 Block THOMPSON ST","Buffalo","NY","POINT (-78.899 42.937)","42.937","-78.899","2025 Jul 27 02:32:46 PM",,"14207","Black Rock","NORTH","NORTH","59","5","5015","59","5","5018","District D","005900","36029005900","360290059005","360290059005015"
"25-2080654","2025 Jul 27 02:54:37 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Sunday","2600 Block DELAWARE AV","Buffalo","NY","POINT (-78.874 42.955)","42.955","-78.874","2025 Jul 27 02:55:37 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2080677","2025 Jul 27 03:17:13 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Sunday","400 Block GRANT ST","Buffalo","NY","POINT (-78.89 42.927)","42.927","-78.89","2025 Jul 27 03:18:13 PM",,"14213","Upper West Side","NIAGARA","NORTH","171","2","2002","171","2","2002","District D","017100","36029017100","360290171002","360290171002002"
"25-2080705","2025 Jul 27 03:38:24 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Sunday","0 Block BUSH ST","Buffalo","NY","POINT (-78.887 42.941)","42.941","-78.887","2025 Jul 27 03:38:24 PM",,"14207","Grant-Amherst","NORTH","NORTH","55","4","4003","55","4","4003","District D","005500","36029005500","360290055004","360290055004003"
"25-2110445","2025 Jul 27 04:00:27 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Wednesday","0 Block HERTEL AV","Buffalo","NY","POINT (-78.907 42.94)","42.94","-78.907","2025 Jul 30 11:46:27 AM",,"14207","Black Rock","NORTH","NORTH","59","5","5001","59","5","5000","District D","005900","36029005900","360290059005","360290059005001"
"25-2080750","2025 Jul 27 04:32:17 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Sunday","2100 Block DELAWARE AV","Buffalo","NY","POINT (-78.868 42.943)","42.943","-78.868","2025 Jul 27 04:33:17 PM",,"14207","Parkside","NORTH","NORTH","54","2","2000","54","2","2000","District D","005400","36029005400","360290054002","360290054002000"
"25-2080758","2025 Jul 27 04:36:49 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Sunday","100 Block ANDERSON PL","Buffalo","NY","POINT (-78.878 42.912)","42.912","-78.878","2025 Jul 27 04:37:49 PM",,"14222","Elmwood Bryant","NIAGARA","NIAGARA","66.01","2","2007","66.01","2","2009","District B","006601","36029006601","360290066012","360290066012007"
"25-2080779","2025 Jul 27 04:55:42 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Sunday","200 Block W FERRY ST","Buffalo","NY","POINT (-78.894 42.915)","42.915","-78.894","2025 Jul 27 04:56:42 PM",,"14213","Upper West Side","NIAGARA","NIAGARA","61","5","5006","61","5","5006","District D","006100","36029006100","360290061005","360290061005006"
"25-2080828","2025 Jul 27 05:36:10 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","17","Sunday","WILLIAM ST & SPRING ST","Buffalo","NY","POINT (-78.856 42.885)","42.885","-78.856","2025 Jul 27 05:36:10 PM",,"14204","Pratt-Willert","ELLICOTT","ELLICOTT","14.04","2","2002","14.02","4","4003","District B","001404","36029001404","360290014042","360290014042002"
"25-2220493","2025 Jul 27 06:00:00 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","11","Sunday","600 Block WEST AV","Buffalo","NY",,,,"2025 Aug 10 11:49:00 AM",,"14201","West Side","NIAGARA","NIAGARA","69.01","4","4003","70","3","2000","District B","006901","36029006901","360290069014","360290069014003"
"25-2090531","2025 Jul 27 06:00:50 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Monday","0 Block COLLINGWOOD AV","Buffalo","NY","POINT (-78.815 42.935)","42.935","-78.815","2025 Jul 28 12:29:50 PM",,"14215","Kensington-Bailey","MASTEN","MASTEN","42","2","2004","42","2","2004","District E","004200","36029004200","360290042002","360290042002004"
"25-2090652","2025 Jul 27 06:45:19 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Monday","W HURON ST & FRANKLIN ST","Buffalo","NY","POINT (-78.876 42.889)","42.889","-78.876","2025 Jul 28 02:14:19 PM",,"14202","Central","FILLMORE","ELLICOTT","165","1","1008","165","1","1027","District B","016500","36029016500","360290165001","360290165001008"
"25-2080923","2025 Jul 27 06:58:40 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","18","Sunday","100 Block ALLEN ST","Buffalo","NY","POINT (-78.878 42.899)","42.899","-78.878","2025 Jul 27 06:58:40 PM",,"14201","Allentown","FILLMORE","FILLMORE","68.02","3","3004","68","4","4003","District B","006802","36029006802","360290068023","360290068023004"
"25-2080925","2025 Jul 27 07:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","19","Sunday","0 Block KRAKOW ST","Buffalo","NY","POINT (-78.809 42.873)","42.873","-78.809","2025 Jul 27 07:01:00 PM",,"14206","Kaisertown","LOVEJOY","LOVEJOY","167","3","3021","167","3","3028","District A","016700","36029016700","360290167003","360290167003021"
"25-2080996","2025 Jul 27 07:00:24 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Sunday","900 Block ELMWOOD AV","Buffalo","NY","POINT (-78.877 42.922)","42.922","-78.877","2025 Jul 27 08:12:24 PM",,"14222","Elmwood Bidwell","DELAWARE","DELAWARE","63.02","2","2003","63.02","2","2003","District D","006302","36029006302","360290063022","360290063022003"
"25-2080983","2025 Jul 27 07:56:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","19","Sunday","2100 Block ELMWOOD AV","Buffalo","NY","POINT (-78.878 42.954)","42.954","-78.878","2025 Jul 27 07:57:25 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2081015","2025 Jul 27 08:05:00 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","20","Sunday","2400 Block SENECA ST","Buffalo","NY","POINT (-78.801 42.849)","42.849","-78.801","2025 Jul 27 08:38:00 PM",,"14210","Seneca-Cazenovia","SOUTH","SOUTH","10","1","1009","10","1","1009","District A","001000","36029001000","360290010001","360290010001009"
"25-2081011","2025 Jul 27 08:19:42 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Sunday","600 Block AMHERST ST","Buffalo","NY","POINT (-78.816 42.94)","42.94","-78.816","2025 Jul 27 08:20:42 PM",,"14215","Kensington-Bailey","MASTEN","MASTEN","42","1","1000","42","1","1000","District E","004200","36029004200","360290042001","360290042001000"
"25-2081016","2025 Jul 27 08:26:36 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Sunday","1700 Block BROADWAY","Buffalo","NY","POINT (-78.807 42.898)","42.898","-78.807","2025 Jul 27 08:27:36 PM",,"14211","Genesee-Moselle","LOVEJOY","LOVEJOY","30","2","2009","30","2","2005","District C","003000","36029003000","360290030002","360290030002009"
